ugCourse,ugSpecialization,jobRole,cgpa,historyofBacklogs,computerLiteracy,problemSolving,TechnicalSkill,ResearchSkill,communicationSkill,interpersonalSkill,teamwork,adaptability,timeManagement,emotionalIntelligence,continousLearning,leadership
BBA,Business Administration,Project Manager,3.1,0.0,9.1,6.8,5.3,7.1,3.1,7.5,2.9,1.3,6.3,5.1,3.5,5.0
BSc,Physics,Pharmaceutical Sales Representative,2.2,9.3,2.2,4.7,8.1,9.3,8.1,8.8,9.7,9.5,1.5,1.0,1.5,3.8
BArch,Landscape Architecture,Architect,5.4,2.4,7.0,3.9,7.5,9.9,2.2,5.6,8.0,6.3,5.5,3.9,5.6,8.6
BFA,Painting,Illustrator,9.1,2.2,7.3,0.7,5.9,2.6,8.6,9.7,7.9,3.4,5.3,6.5,8.5,3.8
BA,Economics,Customer Service Representative,4.0,1.8,0.5,0.3,8.7,0.0,4.3,7.4,7.7,5.5,3.7,4.0,3.3,8.3
BEd,Early Childhood Education,Education Administrator,4.6,6.2,4.0,5.7,3.7,9.4,9.8,8.9,7.5,3.1,7.5,2.0,0.9,8.5
BSA,Space Engineering,Cosmic Philosopher,1.4,14.0,7.6,2.6,7.3,1.3,2.8,3.1,5.8,4.5,6.0,3.7,5.7,0.8
BBA,Entrepreneurship,Human Resources Manager,5.3,6.2,3.3,0.4,6.3,5.4,5.9,4.4,5.6,2.3,1.7,8.3,4.4,8.2
BA,Psychology,Customer Service Representative,1.3,14.2,4.4,7.4,9.5,0.2,1.6,1.6,0.7,7.1,7.6,2.0,1.5,2.9
BBA,Entrepreneurship,Management Consultant,2.9,2.0,7.3,6.7,6.9,0.8,1.7,4.8,8.4,5.3,9.9,5.1,7.6,4.9
BBA,Entrepreneurship,Business Development Manager,9.9,5.7,3.7,5.8,4.8,7.4,2.5,8.8,7.2,4.7,0.7,5.7,3.5,5.3
BCom,Management,Investment Analyst,7.5,10.6,4.4,1.4,2.0,0.2,7.4,0.9,7.3,9.3,1.7,3.8,8.5,9.2
BCA,Software Engineering,UI/UX Designer,2.6,0.9,2.7,3.9,0.2,8.0,0.5,8.6,5.2,3.7,6.9,4.4,7.2,2.1
BBA,Business Administration,Human Resources Manager,1.3,8.2,6.9,4.6,6.1,4.1,4.5,5.4,2.2,8.0,3.3,1.9,9.4,7.0
BEd,Elementary Education,School Counselor,4.0,6.2,3.2,2.5,1.6,2.5,1.4,0.2,3.0,4.8,9.9,2.6,1.3,8.6
BCom,Accounting,Auditor,9.0,14.4,5.6,8.6,5.4,3.1,0.4,4.9,3.3,3.6,7.3,4.0,2.7,6.9
BCA,Software Engineering,Software Developer,3.2,11.4,5.4,8.0,7.5,3.8,8.8,7.5,9.9,0.2,7.6,5.5,8.2,0.6
BSc,Physics,Statistician,1.5,6.0,3.3,3.2,9.4,0.6,0.9,2.3,8.1,4.7,9.1,3.8,6.5,0.6
BE or BTech,Computer Science,Software Engineer,4.6,10.1,2.7,2.8,4.7,7.3,2.0,8.4,9.7,7.8,9.2,2.0,8.7,6.5
BCA,Computer Applications,Systems Analyst,1.7,9.5,8.6,1.6,6.2,5.8,6.2,9.3,4.9,0.1,2.6,7.3,1.2,5.8
BFA,Graphic Design,Graphic Designer,3.3,12.7,2.1,3.1,0.0,0.5,6.1,3.2,5.3,0.3,7.2,2.7,0.8,8.2
BE or BTech,Mechanical Engineering,Civil Engineer,2.9,12.6,6.7,2.5,8.9,6.5,3.7,7.9,5.4,9.0,7.0,6.2,2.9,2.0
BCA,Computer Applications,Game Developer,6.7,1.7,2.6,4.3,0.0,2.1,7.3,1.3,0.7,3.9,5.2,8.2,3.3,8.9
BCom,Management,Retail Manager,6.7,2.5,6.6,1.8,5.7,9.5,7.9,2.7,3.1,6.7,2.6,2.3,4.6,6.4
BArch,Architecture,CAD Technician,3.3,10.5,0.6,9.2,3.8,9.9,2.4,1.2,5.7,6.0,6.9,5.7,2.1,4.8
BCA,Information Technology,Web Developer,6.9,1.5,3.0,4.9,0.8,1.1,5.9,0.1,5.2,5.5,6.0,1.3,4.6,0.0
BFA,Fine Arts,Photographer,9.8,4.1,6.9,2.6,1.5,3.1,9.1,9.4,0.7,4.8,6.1,5.3,5.9,8.1
BSA,Astronomy,Intergalactic Diplomat,8.8,8.4,8.6,5.6,6.1,9.2,1.8,9.8,3.0,5.9,6.9,4.2,8.1,7.9
BCom,Marketing,Retail Manager,3.8,11.7,3.8,7.7,6.3,6.8,0.8,5.0,6.5,1.4,6.3,2.3,8.2,0.5
BBA,Entrepreneurship,Financial Analyst,3.3,5.5,1.3,2.7,2.5,7.1,8.0,4.4,2.3,2.5,0.5,1.0,9.5,5.9
BFA,Fine Arts,Photographer,4.5,12.4,2.5,1.2,8.6,8.2,5.0,4.2,4.0,7.2,1.3,2.1,8.1,0.2
BSc,Mathematics,Quality Control Analyst,9.5,4.0,1.2,7.5,5.2,7.1,10.0,8.0,7.8,2.1,3.2,2.4,2.8,6.2
BArch,Landscape Architecture,Historic Preservationist,3.4,6.4,7.5,5.4,6.7,7.4,2.1,1.4,1.7,3.2,3.4,6.8,0.4,1.7
BBA,Human Resource Management,Operations Manager,9.6,14.2,1.9,4.7,9.8,3.9,9.5,2.7,2.8,5.8,6.3,2.5,8.0,2.2
BBA,International Business,Supply Chain Manager,3.2,7.0,7.0,9.2,9.4,3.9,9.7,7.2,2.7,8.5,9.1,9.6,7.9,3.8
BCom,Accounting,Auditor,6.0,12.9,4.6,3.5,8.0,4.0,9.4,2.2,2.5,5.4,0.7,1.6,1.0,0.8
BBA,Business Administration,Business Development Manager,3.2,3.2,3.5,5.7,9.7,1.0,3.7,8.2,3.4,2.3,1.7,0.8,6.4,6.2
BFA,Painting,Art Director,4.7,6.8,6.4,4.4,4.2,4.1,4.8,9.0,10.0,9.4,9.8,5.4,1.4,7.7
BArch,Urban Planning,Building Inspector,2.5,6.0,3.6,6.4,0.8,0.9,4.2,1.4,5.5,0.3,7.4,0.0,8.6,5.0
BBA,Entrepreneurship,Sales Manager,5.6,8.1,4.3,3.0,9.7,2.4,9.1,8.4,1.0,4.1,4.4,3.8,0.7,6.5
BCA,Information Technology,Systems Analyst,6.3,6.0,0.8,3.7,9.5,5.2,3.7,9.0,2.2,6.1,1.3,6.8,7.6,2.0
BSc,Biology,Lab Technician,3.2,9.6,3.8,0.3,4.2,7.2,6.1,1.2,9.4,0.3,8.2,4.8,4.2,8.2
BCom,Accounting,Risk Analyst,8.7,11.3,2.0,3.9,8.1,3.7,3.8,7.9,5.9,5.3,2.1,5.4,7.1,3.5
BSA,Space Technology,Astro-Ethnographer,7.8,5.3,1.4,2.9,3.6,7.4,4.3,6.7,9.3,8.5,8.6,7.7,4.8,5.1
BSA,Space Technology,Astrobiologist,9.9,1.4,2.4,5.2,7.6,6.1,7.2,0.2,2.8,3.0,1.7,5.6,1.3,6.6
BFA,Sculpture,Art Director,5.3,7.0,0.8,5.2,5.5,3.2,1.8,6.0,6.1,5.2,7.7,0.6,2.6,3.1
BA,History,Fundraiser,8.2,0.9,5.4,3.4,9.8,0.5,6.6,2.1,3.9,9.9,3.3,3.5,9.4,9.0
BFA,Fine Arts,Art Director,1.3,3.8,9.2,2.8,6.7,8.0,6.2,9.4,3.1,2.6,2.0,5.7,9.7,7.3
BFA,Fine Arts,Illustrator,7.9,0.0,0.7,5.2,3.6,2.8,9.9,9.9,8.2,3.1,0.3,5.4,8.6,5.4
BCom,Accounting,E-commerce Manager,8.9,1.8,5.4,7.6,1.5,7.6,6.0,6.6,2.6,7.4,1.2,1.1,2.3,8.5
BBA,Entrepreneurship,Financial Analyst,4.3,1.8,5.9,1.2,9.6,9.5,4.3,7.9,8.6,2.0,5.7,3.9,3.3,6.0
BBA,Entrepreneurship,Financial Analyst,8.1,9.1,3.7,8.5,7.6,7.7,2.3,8.5,8.7,6.5,3.1,8.6,2.0,2.2
BE or BTech,Mechanical Engineering,Chemical Engineer,6.7,1.5,9.3,9.8,4.5,6.9,2.8,9.8,8.6,6.6,5.6,6.4,10.0,7.7
BFA,Fine Arts,Art Director,8.4,6.3,6.8,2.7,4.9,7.1,6.2,5.6,7.8,3.7,7.3,6.7,0.0,2.7
BCA,Web Development,Web Developer,3.8,7.2,2.3,7.9,9.1,1.0,3.6,6.9,3.7,9.3,4.4,7.9,0.6,6.2
BFA,Painting,Graphic Designer,7.6,8.3,2.8,7.2,3.8,1.6,6.5,3.2,5.5,1.6,9.2,4.2,5.5,8.8
BSc,Physics,Research Scientist,9.2,3.2,7.9,0.4,5.3,7.3,6.0,2.8,7.2,7.2,4.8,2.5,2.8,2.4
BSA,Space Technology,Astro-Ethnographer,3.5,1.2,2.4,3.4,1.1,9.4,5.2,3.6,1.1,7.9,3.2,4.0,0.3,0.9
BArch,Interior Design,Building Inspector,4.9,14.5,8.4,7.5,3.8,7.4,0.4,3.9,6.4,8.3,4.9,1.1,6.0,7.3
BA,Economics,Journalist,9.3,8.7,7.0,3.5,6.6,2.7,8.2,10.0,1.0,8.0,9.2,1.5,7.4,6.9
BFA,Sculpture,Gallery Curator,9.5,10.7,6.8,9.2,7.1,1.2,7.0,5.9,9.0,8.0,8.6,5.8,1.6,4.4
BCA,Web Development,Computer Programmer,5.0,5.0,7.6,3.5,6.0,3.3,0.1,5.3,9.7,5.5,8.7,7.6,4.3,9.2
BFA,Sculpture,Interior Designer,9.6,6.3,5.1,2.2,9.2,2.1,7.2,3.1,9.3,4.3,0.8,6.1,8.2,5.3
BArch,Architecture,Sustainability Consultant,7.2,7.2,4.6,0.2,3.2,6.2,0.8,0.5,2.1,2.3,6.7,6.5,5.4,3.5
BE or BTech,Civil Engineering,Biomedical Engineer,6.8,2.7,2.0,6.7,5.5,0.1,6.2,9.7,8.6,0.5,7.7,9.8,1.9,3.2
BCom,Accounting,E-commerce Manager,4.6,3.7,3.6,9.2,9.6,2.1,2.3,8.5,2.2,3.2,2.7,0.1,8.6,4.6
BSc,Physics,Environmental Scientist,1.5,2.6,7.9,3.0,1.7,3.5,5.7,0.6,3.4,4.7,7.6,1.4,5.1,9.3
BE or BTech,Civil Engineering,Software Engineer,3.3,11.5,9.0,2.4,9.3,9.8,7.1,9.5,5.1,5.5,5.6,2.9,0.5,6.5
BFA,Graphic Design,Animator,2.6,0.2,9.4,8.7,3.7,0.7,4.1,3.0,1.3,9.0,2.0,8.1,9.6,9.7
BEd,Secondary Education,Special Education Teacher,5.0,12.8,4.2,0.0,6.6,4.4,8.6,0.1,4.9,6.3,7.8,7.5,0.0,6.4
BBA,Entrepreneurship,Supply Chain Manager,7.0,8.0,7.0,4.9,9.5,2.1,6.0,2.3,1.2,9.0,6.7,5.5,0.2,3.4
BSA,Space Engineering,Intergalactic Diplomat,9.5,5.7,6.3,4.1,4.3,2.1,5.4,7.1,0.0,7.1,4.9,4.1,3.0,1.1
BEd,Special Education,Education Administrator,1.3,12.4,1.5,9.8,4.8,3.3,5.4,9.9,3.5,1.6,8.5,5.5,2.7,2.9
BEd,Elementary Education,Instructional Designer,9.9,11.3,4.6,6.8,3.9,8.8,4.5,6.9,1.5,8.6,7.3,7.4,5.5,7.8
BA,Psychology,Social Media Manager,2.6,0.2,0.8,1.2,4.1,2.7,0.6,8.5,1.6,3.4,9.1,2.9,5.8,6.2
BA,Economics,Copywriter,6.6,7.9,2.9,8.7,7.3,3.9,7.9,4.1,7.2,7.3,9.8,0.9,9.0,6.0
BE or BTech,Electrical Engineering,Aerospace Engineer,9.0,8.0,4.8,1.3,4.1,9.1,3.2,7.5,6.6,1.2,2.8,4.3,4.2,0.5
BE or BTech,Mechanical Engineering,Mechanical Engineer,4.8,13.9,9.5,4.0,6.3,5.6,5.4,2.4,1.6,2.0,6.8,9.7,2.8,8.2
BSA,Space Engineering,Intergalactic Diplomat,1.7,4.8,7.2,9.6,6.9,0.3,3.6,4.4,1.9,6.1,9.5,4.3,3.6,2.2
BSA,Space Engineering,Intergalactic Diplomat,3.3,2.8,4.5,3.3,2.3,0.5,2.7,7.6,4.5,4.1,1.4,4.9,7.2,8.6
BA,Psychology,Content Writer,7.2,1.7,2.1,0.5,1.0,8.6,8.6,0.9,5.3,8.9,3.3,7.6,5.7,1.0
BCom,Management,Sales Executive,2.5,0.4,6.7,5.2,1.7,6.5,1.8,9.4,4.8,5.3,6.4,7.7,1.9,1.6
BCA,Software Engineering,IT Consultant,7.6,1.4,4.5,3.0,9.0,8.6,6.7,0.6,9.1,9.2,4.8,2.7,4.6,0.7
BBA,International Business,Human Resources Manager,8.1,10.3,2.6,5.1,6.4,2.8,6.4,8.7,9.6,3.5,4.3,0.6,4.6,4.9
BE or BTech,Mechanical Engineering,Civil Engineer,1.6,6.6,4.7,0.8,2.6,3.1,8.0,5.3,6.7,6.0,8.7,1.6,4.5,5.7
BFA,Painting,Film and Video Editor,7.4,6.3,0.1,1.5,9.9,6.8,1.0,2.4,4.2,9.9,9.7,3.0,7.1,2.7
BSA,Astrophysics,Galactic Historian,8.6,3.2,4.8,6.3,5.6,8.5,8.7,7.0,1.5,4.6,6.3,9.0,3.0,0.1
BCA,Software Engineering,Software Developer,5.9,11.6,1.8,0.0,3.5,6.2,1.0,1.0,9.7,6.6,1.0,2.3,0.6,0.7
BSA,Astrophysics,Interstellar Photographer,5.5,13.5,0.5,2.1,9.1,1.6,5.8,1.8,4.9,1.7,8.6,0.7,3.7,1.7
BE or BTech,Mechanical Engineering,Aerospace Engineer,3.6,8.2,0.4,2.4,8.8,5.2,8.5,8.2,3.4,4.2,3.3,3.0,5.9,4.4
BFA,Fine Arts,Art Director,6.9,14.1,6.8,0.4,0.6,6.7,0.9,1.1,6.7,2.6,6.9,9.9,9.3,7.4
BA,English Literature,Content Writer,5.8,11.5,4.4,7.7,6.7,2.8,9.3,9.8,3.9,4.1,6.9,2.7,0.1,1.3
BSc,Biology,Research Scientist,5.1,0.4,2.0,4.6,0.2,5.0,2.3,4.1,8.7,9.7,7.9,9.8,1.0,9.9
BSc,Physics,Environmental Scientist,3.8,2.9,2.4,8.8,5.2,7.5,5.6,6.0,0.3,6.0,1.5,4.1,5.3,9.7
BE or BTech,Electrical Engineering,Automotive Engineer,6.0,1.4,0.2,8.4,8.8,1.6,3.2,2.8,9.8,5.2,3.8,4.7,2.2,8.4
BCA,Computer Applications,IT Consultant,5.0,9.1,1.9,0.4,5.1,0.6,3.1,5.5,2.7,4.1,4.8,9.4,1.4,7.5
BE or BTech,Electrical Engineering,Civil Engineer,5.6,8.9,8.6,3.7,6.7,3.9,1.1,2.6,2.9,1.7,6.1,8.8,4.6,0.5
BSc,Physics,Quality Control Analyst,1.4,2.3,0.0,1.9,2.7,7.4,9.2,1.1,1.7,8.9,3.2,5.8,9.1,4.9
BArch,Landscape Architecture,Urban Planner,4.9,2.8,9.1,2.0,3.0,1.5,6.6,7.3,4.8,1.2,7.6,2.0,3.1,4.5
BE or BTech,Computer Science,Network Engineer,7.7,14.2,1.2,5.4,3.9,5.2,7.8,1.5,1.4,2.5,6.6,1.5,7.6,8.9
BEd,Special Education,Education Consultant,2.8,5.5,0.2,2.8,5.2,1.0,4.1,3.0,8.0,9.0,7.7,7.1,7.2,4.9
BEd,Secondary Education,Curriculum Developer,1.5,1.7,3.6,8.7,2.4,10.0,7.3,6.5,5.6,4.8,6.4,1.7,5.0,7.7
BE or BTech,Electrical Engineering,Network Engineer,5.7,4.4,2.0,4.6,9.7,1.7,1.6,2.4,3.1,5.6,0.6,5.8,0.5,4.6
BFA,Fine Arts,Gallery Curator,2.5,14.0,7.3,8.7,4.8,0.2,6.7,6.2,7.4,0.4,3.1,8.4,6.5,7.0
BFA,Fine Arts,Photographer,1.4,0.6,6.2,4.2,7.4,0.0,1.4,3.6,3.4,7.2,5.3,9.0,7.3,8.4
BCom,Marketing,E-commerce Manager,7.9,5.4,9.5,7.3,1.2,7.6,5.6,1.3,7.6,3.6,0.5,2.9,5.3,1.1
BSc,Mathematics,Biomedical Engineer,1.3,4.8,0.5,3.8,6.8,0.8,9.7,2.4,7.4,5.8,3.7,8.7,7.5,2.7
BSc,Mathematics,Epidemiologist,5.6,3.5,7.2,7.5,3.4,2.9,2.4,7.7,2.7,0.2,5.0,1.3,6.9,0.4
BE or BTech,Computer Science,Software Engineer,4.1,8.7,8.9,9.6,6.3,4.0,4.3,6.4,0.7,7.6,5.1,4.0,4.8,7.4
BArch,Urban Planning,Building Inspector,7.2,2.2,1.8,6.5,6.3,6.4,5.0,0.2,1.8,0.8,8.8,2.0,1.1,5.5
BArch,Architecture,CAD Technician,5.5,2.7,3.6,5.7,7.8,2.0,5.1,9.4,1.3,1.5,6.8,6.7,1.2,1.9
BEd,Elementary Education,Curriculum Developer,4.8,5.9,9.9,6.6,9.5,5.6,8.8,8.2,8.6,9.3,8.7,9.9,5.4,3.3
BE or BTech,Computer Science,Mechanical Engineer,4.3,10.3,9.3,7.0,2.8,8.4,3.7,5.2,1.9,1.0,7.5,5.1,9.1,4.6
BSc,Chemistry,Environmental Scientist,5.4,10.1,2.4,0.5,0.2,9.3,4.0,5.6,2.1,3.1,0.5,7.5,2.2,5.8
BE or BTech,Civil Engineering,Aerospace Engineer,7.4,13.3,9.4,0.6,4.6,5.8,4.6,4.2,1.3,7.5,1.0,6.2,7.7,8.5
BE or BTech,Electrical Engineering,Civil Engineer,7.5,8.6,6.7,0.3,2.6,5.3,2.6,4.7,7.6,7.1,4.2,7.0,1.2,8.3
BBA,Human Resource Management,Marketing Manager,9.4,13.4,4.6,3.6,3.4,6.8,6.3,5.5,7.2,4.1,0.7,7.1,3.4,9.6
BSc,Mathematics,Pharmaceutical Sales Representative,3.1,6.1,2.2,9.5,8.9,7.3,1.1,3.1,8.7,6.3,5.0,3.6,4.2,2.2
BArch,Architecture,Landscape Architect,1.7,8.5,2.9,1.4,1.2,4.0,8.0,0.9,4.1,7.7,2.2,9.1,8.3,5.7
BArch,Landscape Architecture,Building Inspector,1.2,13.0,8.4,3.9,1.8,8.1,0.5,0.9,8.2,5.3,4.3,7.0,4.5,5.6
BEd,Elementary Education,School Counselor,4.6,4.7,3.9,8.1,2.4,2.5,0.7,9.9,1.6,7.7,0.6,5.7,9.6,5.0
BFA,Graphic Design,Multimedia Artist,1.7,14.4,0.3,2.5,0.7,2.1,4.2,1.6,3.1,10.0,9.1,4.1,4.3,9.2
BCom,Management,Financial Analyst,6.1,6.5,2.4,5.7,0.7,0.7,6.0,0.4,8.5,9.4,6.2,9.6,1.2,7.3
BEd,Secondary Education,Education Administrator,6.1,3.8,1.5,1.5,0.7,9.5,3.9,9.5,0.0,7.9,0.8,8.3,3.1,8.8
BSc,Mathematics,Epidemiologist,4.2,10.7,5.4,0.5,2.0,1.2,1.5,7.0,3.7,4.7,3.6,1.4,9.2,7.7
BA,Psychology,Public Relations Specialist,4.3,10.3,7.5,6.1,1.1,7.5,2.6,0.8,9.8,1.7,1.8,3.6,1.2,9.8
BFA,Graphic Design,Art Director,4.7,7.8,4.9,1.7,2.3,3.1,2.2,4.3,5.3,4.1,9.8,5.1,3.8,6.9
BBA,Entrepreneurship,Project Manager,9.0,12.0,0.7,4.7,3.0,6.4,5.6,1.4,0.9,2.0,3.8,3.1,3.5,7.9
BCom,Management,Tax Consultant,9.7,4.5,5.9,3.2,7.8,0.7,8.6,9.6,7.6,3.4,2.7,7.5,5.2,2.7
BA,English Literature,Copywriter,2.6,8.7,1.7,5.5,7.5,5.1,4.7,2.5,1.2,4.5,8.8,8.6,5.5,8.8
BE or BTech,Computer Science,Chemical Engineer,3.1,9.7,9.5,8.3,1.6,1.0,5.9,4.5,7.0,9.7,6.6,8.2,8.3,8.9
BEd,Secondary Education,School Counselor,5.3,5.4,6.3,7.3,2.2,5.2,3.9,9.8,0.9,9.4,8.2,1.6,1.1,2.7
BCom,Accounting,Retail Manager,4.7,3.2,2.0,6.4,5.5,3.1,2.9,1.8,7.1,4.3,6.2,4.1,8.6,4.1
BBA,International Business,Operations Manager,2.2,0.1,10.0,4.3,4.8,8.9,1.5,1.6,1.4,0.6,2.3,7.8,4.4,6.1
BEd,Special Education,Education Consultant,7.1,7.3,7.3,7.5,1.6,2.1,1.9,4.4,2.5,0.1,1.5,8.6,5.8,9.4
BFA,Painting,Art Teacher,1.0,9.9,8.4,2.8,6.6,9.5,5.6,6.7,3.3,5.6,0.9,0.4,6.6,5.2
BEd,Elementary Education,Curriculum Developer,2.9,0.3,5.9,3.3,9.5,6.0,8.1,7.2,6.0,3.5,1.8,1.3,9.4,7.6
BCom,Accounting,Business Consultant,1.5,5.6,0.5,9.9,7.5,8.2,5.1,4.6,0.6,0.6,3.5,3.8,3.6,5.8
BA,English Literature,Human Resources Assistant,1.4,5.7,9.6,6.8,3.7,8.9,5.4,2.8,5.0,5.4,9.6,1.2,3.4,4.1
BA,Psychology,Public Relations Specialist,4.7,9.5,2.6,6.3,8.0,4.9,2.4,1.1,4.2,8.6,1.4,9.2,6.0,8.1
BEd,Secondary Education,Education Consultant,5.6,13.8,0.8,2.0,1.3,8.4,2.7,9.4,5.8,4.2,6.8,1.8,2.6,4.8
BFA,Painting,Animator,2.3,4.9,5.9,3.4,3.5,1.3,1.0,9.9,1.5,9.4,1.2,3.4,6.7,3.5
BCA,Web Development,Web Developer,4.9,3.1,2.4,5.7,1.1,1.2,7.8,4.4,5.2,8.1,8.8,4.1,4.5,0.7
BArch,Landscape Architecture,Sustainability Consultant,2.2,3.1,8.4,3.4,4.7,2.4,7.1,5.4,1.6,9.2,2.3,10.0,2.9,5.1
BSA,Astronomy,Astro-Ethnographer,7.8,8.4,0.7,7.0,9.6,0.2,0.1,1.8,9.4,6.3,9.9,4.9,9.4,5.7
BArch,Architecture,Historic Preservationist,5.1,4.6,3.5,7.8,1.1,0.8,4.2,2.5,7.0,1.8,2.4,1.3,7.5,0.1
BSA,Astronomy,Astrobiologist,2.5,9.5,6.9,0.9,7.0,2.8,0.4,8.9,5.3,7.7,6.2,4.1,4.8,0.7
BSc,Mathematics,Quality Control Analyst,10.0,7.5,9.6,5.4,6.6,2.2,8.7,9.9,9.1,8.4,7.0,8.9,5.8,1.0
BBA,Entrepreneurship,Sales Manager,8.1,9.5,1.5,4.0,2.2,5.9,2.5,6.1,3.4,3.0,8.7,7.5,8.6,0.0
BA,History,Fundraiser,4.1,2.2,6.0,4.1,9.6,4.2,1.7,8.6,8.7,9.8,4.7,3.1,2.1,10.0
BBA,International Business,Marketing Manager,7.1,11.1,5.4,5.1,1.1,8.5,1.5,4.7,6.7,1.0,5.9,6.5,6.7,0.3
BBA,International Business,Project Manager,1.0,8.4,8.9,4.8,2.3,6.0,6.8,5.4,4.8,0.9,2.0,2.3,1.3,2.2
BArch,Interior Design,Landscape Architect,8.1,14.5,6.7,6.5,0.8,3.4,8.4,5.2,2.0,6.1,1.4,3.4,0.3,0.6
BCom,Marketing,Risk Analyst,8.7,13.8,3.2,3.1,5.7,9.7,2.0,0.3,0.9,7.1,8.6,2.1,7.6,1.6
BArch,Landscape Architecture,Construction Manager,8.0,1.4,4.8,6.1,2.0,7.9,9.3,5.2,9.5,5.3,1.5,5.7,6.9,4.5
BEd,Secondary Education,Education Consultant,9.3,7.5,6.2,4.0,4.4,5.4,0.7,0.1,2.3,7.3,5.2,0.7,3.3,4.0
BA,Psychology,Copywriter,5.6,11.0,9.0,7.8,6.8,3.0,6.8,7.4,1.5,6.4,4.6,9.0,3.8,9.0
BSc,Biology,Statistician,9.8,4.6,7.8,3.4,8.6,4.4,1.5,8.5,4.5,0.7,7.4,8.3,6.7,2.3
BCA,Software Engineering,Cybersecurity Analyst,6.1,10.7,3.2,5.9,6.5,5.7,9.1,7.1,4.3,3.4,4.5,4.6,4.3,7.7
BSc,Physics,Pharmaceutical Sales Representative,4.5,6.7,0.6,9.7,2.7,4.9,0.4,6.6,5.9,8.4,9.1,6.7,1.9,4.9
BE or BTech,Civil Engineering,Biomedical Engineer,8.8,14.5,9.4,3.8,7.7,0.6,3.3,9.3,9.9,0.4,0.3,4.0,3.8,3.2
BCA,Computer Applications,Game Developer,8.0,10.7,3.7,0.5,9.3,7.7,4.3,4.7,4.6,2.3,2.1,4.6,8.9,8.5
BFA,Sculpture,Film and Video Editor,8.7,7.2,9.3,6.6,2.1,9.6,3.8,9.8,0.2,9.4,4.0,8.0,6.1,8.5
BSA,Astronomy,Intergalactic Diplomat,6.5,10.6,6.0,7.7,5.1,6.6,7.9,8.9,8.7,0.5,4.4,5.2,1.2,5.8
BA,Psychology,Content Writer,6.5,9.9,8.5,2.5,0.5,4.0,5.0,3.8,1.9,5.0,5.5,7.5,6.0,6.8
BE or BTech,Electrical Engineering,Network Engineer,4.1,12.2,1.4,1.9,0.6,2.9,9.9,2.9,0.3,3.3,2.6,0.6,4.4,3.5
BEd,Special Education,ESL Teacher,6.3,10.5,5.6,3.3,0.8,0.1,7.6,0.7,2.3,2.7,1.0,6.0,4.6,6.0
BSc,Chemistry,Biomedical Engineer,2.3,12.2,2.1,2.8,6.5,6.9,9.2,3.8,2.3,5.8,6.9,6.1,6.2,5.9
BFA,Painting,Graphic Designer,1.4,7.4,1.6,8.1,4.4,4.6,0.9,9.5,8.4,0.7,6.8,7.3,6.0,6.6
BSc,Mathematics,Data Analyst,2.5,8.4,3.8,0.9,2.5,10.0,2.7,6.9,0.8,3.3,6.7,9.0,7.2,6.1
BCom,Management,Investment Analyst,9.6,3.5,2.9,6.3,3.7,1.7,2.7,2.2,4.6,4.8,2.6,5.9,0.1,2.7
BFA,Painting,Photographer,8.3,12.0,1.2,2.4,0.1,5.4,8.3,2.2,1.0,2.2,0.4,8.5,5.6,4.0
BCom,Accounting,E-commerce Manager,6.2,4.7,5.2,2.0,8.8,5.5,7.9,5.9,6.5,4.4,6.6,2.2,5.7,0.4
BBA,Human Resource Management,Marketing Manager,6.2,2.2,5.8,1.6,2.5,0.4,6.1,0.3,2.7,9.2,1.6,8.5,1.0,4.0
BE or BTech,Civil Engineering,Robotics Engineer,8.7,14.8,9.4,6.0,0.2,0.6,2.5,5.5,6.3,7.5,6.5,8.7,3.7,9.5
BSA,Space Technology,Astrobiologist,3.9,0.1,4.4,6.5,3.3,0.5,2.6,6.4,9.4,7.4,7.0,8.7,9.0,8.9
BBA,Human Resource Management,Sales Manager,1.5,5.1,7.8,0.1,0.3,9.7,2.1,1.6,9.8,2.1,5.5,8.5,1.7,4.8
BCom,Marketing,Auditor,3.6,1.4,7.9,2.9,1.9,1.8,3.0,4.6,0.9,2.5,9.2,7.4,9.3,1.3
BSc,Physics,Research Scientist,5.0,6.9,6.5,7.1,4.8,7.1,1.6,0.3,2.3,4.1,3.9,2.9,3.6,0.3
BBA,Entrepreneurship,Entrepreneur,10.0,1.5,7.1,6.0,4.2,9.6,4.9,7.0,0.6,4.9,0.6,6.3,4.8,1.0
BSc,Chemistry,Forensic Scientist,9.1,14.2,7.9,4.8,0.4,4.1,8.5,6.8,0.7,8.6,2.2,7.7,1.7,7.6
BE or BTech,Computer Science,Electrical Engineer,3.6,2.3,8.8,1.5,3.6,7.4,3.6,5.0,8.0,1.1,5.5,4.7,1.9,9.3
BSc,Physics,Pharmaceutical Sales Representative,3.6,10.1,6.9,0.0,4.5,1.7,7.7,5.5,1.9,1.5,7.5,5.8,9.0,6.8
BFA,Graphic Design,Film and Video Editor,1.8,10.5,0.9,5.2,6.1,4.3,2.2,6.3,5.8,8.0,3.9,3.7,6.3,1.3
BSc,Mathematics,Lab Technician,5.7,5.8,1.0,1.0,3.4,9.0,3.7,9.5,6.8,6.5,3.7,4.9,5.2,1.6
BCA,Software Engineering,Database Administrator,4.8,1.2,6.7,9.6,2.4,8.9,7.3,6.7,5.3,3.7,2.9,4.6,6.2,9.3
